,status,start_date,start_station,end_date,end_station,bike_nr,subsc_type,zip_code,birth_date,gender,id,start_hour,end_hour,start_weekday,end_weekday,trip_duration,age,start_coordinates,end_coordinates,start_municipal,end_municipal,start_latitude,start_longitude,end_latitude,end_longitude,stations_exist
1470,Closed,2011-07-30 17:24:00,39.0,2011-07-30 17:46:00,21.0,B00490,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE3OjI0OjAwOjcvMzAvMjAxMSAxNzo0NjowMDozOS4wOjIxLjA6QjAwNDkw,17,17,5,5,1320,2019.0,"42.3387682,-71.0747191","42.34708765,-71.0816656804431",Boston,Boston,42.3387682,-71.0747191,42.34708765,-71.0816656804431,True
1471,Closed,2011-07-30 17:23:00,39.0,2011-07-30 17:45:00,21.0,B00302,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE3OjIzOjAwOjcvMzAvMjAxMSAxNzo0NTowMDozOS4wOjIxLjA6QjAwMzAy,17,17,5,5,1320,2019.0,"42.3387682,-71.0747191","42.34708765,-71.0816656804431",Boston,Boston,42.3387682,-71.0747191,42.34708765,-71.0816656804431,True
1472,Closed,2011-07-30 17:23:00,9.0,2011-07-30 17:37:00,8.0,B00056,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE3OjIzOjAwOjcvMzAvMjAxMSAxNzozNzowMDo5LjA6OC4wOkIwMDA1Ng==,17,17,5,5,840,2019.0,"42.35215405,-71.1177050872685","42.3537768,-71.1366199647727",Boston,Boston,42.35215405,-71.1177050872685,42.3537768,-71.1366199647727,True
1473,Closed,2011-07-30 17:23:00,24.0,2011-07-30 17:38:00,49.0,B00142,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE3OjIzOjAwOjcvMzAvMjAxMSAxNzozODowMDoyNC4wOjQ5LjA6QjAwMTQy,17,17,5,5,900,2019.0,"42.3502036,-71.0427412","42.3003827,-71.0624746",Boston,Boston,42.3502036,-71.0427412,42.3003827,-71.0624746,True
1474,Closed,2011-07-30 17:23:00,9.0,2011-07-30 17:37:00,8.0,B00464,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE3OjIzOjAwOjcvMzAvMjAxMSAxNzozNzowMDo5LjA6OC4wOkIwMDQ2NA==,17,17,5,5,840,2019.0,"42.35215405,-71.1177050872685","42.3537768,-71.1366199647727",Boston,Boston,42.35215405,-71.1177050872685,42.3537768,-71.1366199647727,True
1475,Closed,2011-07-30 17:24:00,36.0,2011-07-30 18:17:00,14.0,B00251,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE3OjI0OjAwOjcvMzAvMjAxMSAxODoxNzowMDozNi4wOjE0LjA6QjAwMjUx,17,18,5,5,3180,2019.0,"42.3493269,-71.0786551908223","42.337171,-71.102797",Boston,Boston,42.3493269,-71.0786551908223,42.337171,-71.102797,True
1476,Closed,2011-07-30 17:26:00,10.0,2011-07-30 17:31:00,41.0,B00042,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE3OjI2OjAwOjcvMzAvMjAxMSAxNzozMTowMDoxMC4wOjQxLjA6QjAwMDQy,17,17,5,5,300,2019.0,"-34.8484354,-58.2756612","42.3517566,-71.1253325",Boston,Boston,-34.8484354,-58.2756612,42.3517566,-71.1253325,True
1477,Closed,2011-07-30 17:27:00,42.0,2011-07-30 17:50:00,41.0,B00454,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE3OjI3OjAwOjcvMzAvMjAxMSAxNzo1MDowMDo0Mi4wOjQxLjA6QjAwNDU0,17,17,5,5,1380,2019.0,"42.3491713,-71.0695618","42.3517566,-71.1253325",Boston,Boston,42.3491713,-71.0695618,42.3517566,-71.1253325,True
1478,Closed,2011-07-30 17:29:00,42.0,2011-07-30 17:42:00,12.0,B00348,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE3OjI5OjAwOjcvMzAvMjAxMSAxNzo0MjowMDo0Mi4wOjEyLjA6QjAwMzQ4,17,17,5,5,780,2019.0,"42.3491713,-71.0695618","47.89376835,3.10927507493543",Boston,Boston,42.3491713,-71.0695618,47.89376835,3.10927507493543,True
1479,Closed,2011-07-30 17:29:00,42.0,2011-07-30 17:42:00,12.0,B00562,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE3OjI5OjAwOjcvMzAvMjAxMSAxNzo0MjowMDo0Mi4wOjEyLjA6QjAwNTYy,17,17,5,5,780,2019.0,"42.3491713,-71.0695618","47.89376835,3.10927507493543",Boston,Boston,42.3491713,-71.0695618,47.89376835,3.10927507493543,True
1482,Closed,2011-07-30 17:32:00,42.0,2011-07-30 17:45:00,12.0,B00417,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE3OjMyOjAwOjcvMzAvMjAxMSAxNzo0NTowMDo0Mi4wOjEyLjA6QjAwNDE3,17,17,5,5,780,2019.0,"42.3491713,-71.0695618","47.89376835,3.10927507493543",Boston,Boston,42.3491713,-71.0695618,47.89376835,3.10927507493543,True
1483,Closed,2011-07-30 17:32:00,42.0,2011-07-30 17:45:00,12.0,B00366,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE3OjMyOjAwOjcvMzAvMjAxMSAxNzo0NTowMDo0Mi4wOjEyLjA6QjAwMzY2,17,17,5,5,780,2019.0,"42.3491713,-71.0695618","47.89376835,3.10927507493543",Boston,Boston,42.3491713,-71.0695618,47.89376835,3.10927507493543,True
1485,Closed,2011-07-30 17:37:00,40.0,2011-07-30 18:25:00,45.0,B00074,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE3OjM3OjAwOjcvMzAvMjAxMSAxODoyNTowMDo0MC4wOjQ1LjA6QjAwMDc0,17,18,5,5,2880,2019.0,"42.3635056,-71.0502922","42.3500548,-71.0774775",Boston,Boston,42.3635056,-71.0502922,42.3500548,-71.0774775,True
1486,Closed,2011-07-30 17:39:00,21.0,2011-07-30 18:17:00,21.0,B00540,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE3OjM5OjAwOjcvMzAvMjAxMSAxODoxNzowMDoyMS4wOjIxLjA6QjAwNTQw,17,18,5,5,2280,2019.0,"42.34708765,-71.0816656804431","42.34708765,-71.0816656804431",Boston,Boston,42.34708765,-71.0816656804431,42.34708765,-71.0816656804431,True
1487,Closed,2011-07-30 17:39:00,36.0,2011-07-30 19:36:00,50.0,B00425,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE3OjM5OjAwOjcvMzAvMjAxMSAxOTozNjowMDozNi4wOjUwLjA6QjAwNDI1,17,19,5,5,7020,2019.0,"42.3493269,-71.0786551908223","42.3500548,-71.0774775",Boston,Boston,42.3493269,-71.0786551908223,42.3500548,-71.0774775,True
1488,Closed,2011-07-30 17:39:00,21.0,2011-07-30 18:17:00,21.0,B00220,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE3OjM5OjAwOjcvMzAvMjAxMSAxODoxNzowMDoyMS4wOjIxLjA6QjAwMjIw,17,18,5,5,2280,2019.0,"42.34708765,-71.0816656804431","42.34708765,-71.0816656804431",Boston,Boston,42.34708765,-71.0816656804431,42.34708765,-71.0816656804431,True
1489,Closed,2011-07-30 17:39:00,36.0,2011-07-30 19:36:00,50.0,B00071,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE3OjM5OjAwOjcvMzAvMjAxMSAxOTozNjowMDozNi4wOjUwLjA6QjAwMDcx,17,19,5,5,7020,2019.0,"42.3493269,-71.0786551908223","42.3500548,-71.0774775",Boston,Boston,42.3493269,-71.0786551908223,42.3500548,-71.0774775,True
1490,Closed,2011-07-30 17:42:00,52.0,2011-07-30 17:59:00,27.0,B00359,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE3OjQyOjAwOjcvMzAvMjAxMSAxNzo1OTowMDo1Mi4wOjI3LjA6QjAwMzU5,17,17,5,5,1020,2019.0,"42.3520749,-71.0733646","47.89376835,3.10927507493543",Boston,Boston,42.3520749,-71.0733646,47.89376835,3.10927507493543,True
1492,Closed,2011-07-30 17:41:00,8.0,2011-07-31 00:25:00,46.0,B00053,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE3OjQxOjAwOjcvMzEvMjAxMSAwMDoyNTowMDo4LjA6NDYuMDpCMDAwNTM=,17,0,5,6,24240,2019.0,"42.3537768,-71.1366199647727","42.34434735,-71.0835021653958",Boston,Boston,42.3537768,-71.1366199647727,42.34434735,-71.0835021653958,True
1494,Closed,2011-07-30 17:42:00,52.0,2011-07-30 17:59:00,27.0,B00066,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE3OjQyOjAwOjcvMzAvMjAxMSAxNzo1OTowMDo1Mi4wOjI3LjA6QjAwMDY2,17,17,5,5,1020,2019.0,"42.3520749,-71.0733646","47.89376835,3.10927507493543",Boston,Boston,42.3520749,-71.0733646,47.89376835,3.10927507493543,True
1495,Closed,2011-07-30 17:44:00,36.0,2011-07-30 20:57:00,46.0,B00284,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE3OjQ0OjAwOjcvMzAvMjAxMSAyMDo1NzowMDozNi4wOjQ2LjA6QjAwMjg0,17,20,5,5,11580,2019.0,"42.3493269,-71.0786551908223","42.34434735,-71.0835021653958",Boston,Boston,42.3493269,-71.0786551908223,42.34434735,-71.0835021653958,True
1496,Closed,2011-07-30 17:44:00,36.0,2011-07-30 20:56:00,46.0,B00329,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE3OjQ0OjAwOjcvMzAvMjAxMSAyMDo1NjowMDozNi4wOjQ2LjA6QjAwMzI5,17,20,5,5,11520,2019.0,"42.3493269,-71.0786551908223","42.34434735,-71.0835021653958",Boston,Boston,42.3493269,-71.0786551908223,42.34434735,-71.0835021653958,True
1497,Closed,2011-07-30 17:43:00,42.0,2011-07-30 18:06:00,10.0,B00478,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE3OjQzOjAwOjcvMzAvMjAxMSAxODowNjowMDo0Mi4wOjEwLjA6QjAwNDc4,17,18,5,5,1380,2019.0,"42.3491713,-71.0695618","-34.8484354,-58.2756612",Boston,Boston,42.3491713,-71.0695618,-34.8484354,-58.2756612,True
1498,Closed,2011-07-30 17:43:00,42.0,2011-07-30 18:05:00,10.0,B00429,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE3OjQzOjAwOjcvMzAvMjAxMSAxODowNTowMDo0Mi4wOjEwLjA6QjAwNDI5,17,18,5,5,1320,2019.0,"42.3491713,-71.0695618","-34.8484354,-58.2756612",Boston,Boston,42.3491713,-71.0695618,-34.8484354,-58.2756612,True
1501,Closed,2011-07-30 17:45:00,36.0,2011-07-30 20:56:00,46.0,B00063,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE3OjQ1OjAwOjcvMzAvMjAxMSAyMDo1NjowMDozNi4wOjQ2LjA6QjAwMDYz,17,20,5,5,11460,2019.0,"42.3493269,-71.0786551908223","42.34434735,-71.0835021653958",Boston,Boston,42.3493269,-71.0786551908223,42.34434735,-71.0835021653958,True
1502,Closed,2011-07-30 17:46:00,8.0,2011-07-30 18:02:00,18.0,B00464,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE3OjQ2OjAwOjcvMzAvMjAxMSAxODowMjowMDo4LjA6MTguMDpCMDA0NjQ=,17,18,5,5,960,2019.0,"42.3537768,-71.1366199647727","42.3602534,-71.0582912",Boston,Boston,42.3537768,-71.1366199647727,42.3602534,-71.0582912,True
1503,Closed,2011-07-30 17:48:00,20.0,2011-07-30 18:12:00,20.0,B00418,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE3OjQ4OjAwOjcvMzAvMjAxMSAxODoxMjowMDoyMC4wOjIwLjA6QjAwNDE4,17,18,5,5,1440,2019.0,"47.89376835,3.10927507493543","47.89376835,3.10927507493543",Boston,Boston,47.89376835,3.10927507493543,47.89376835,3.10927507493543,True
1504,Closed,2011-07-30 17:46:00,46.0,2011-07-30 17:51:00,21.0,B00367,REGISTERED,'02116,1970.0,Male,Ny8zMC8yMDExIDE3OjQ2OjAwOjcvMzAvMjAxMSAxNzo1MTowMDo0Ni4wOjIxLjA6QjAwMzY3,17,17,5,5,300,49.0,"42.34434735,-71.0835021653958","42.34708765,-71.0816656804431",Boston,Boston,42.34434735,-71.0835021653958,42.34708765,-71.0816656804431,True
1505,Closed,2011-07-30 17:48:00,20.0,2011-07-30 18:02:00,20.0,B00493,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE3OjQ4OjAwOjcvMzAvMjAxMSAxODowMjowMDoyMC4wOjIwLjA6QjAwNDkz,17,18,5,5,840,2019.0,"47.89376835,3.10927507493543","47.89376835,3.10927507493543",Boston,Boston,47.89376835,3.10927507493543,47.89376835,3.10927507493543,True
1506,Closed,2011-07-30 17:47:00,8.0,2011-07-30 18:02:00,18.0,B00056,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE3OjQ3OjAwOjcvMzAvMjAxMSAxODowMjowMDo4LjA6MTguMDpCMDAwNTY=,17,18,5,5,900,2019.0,"42.3537768,-71.1366199647727","42.3602534,-71.0582912",Boston,Boston,42.3537768,-71.1366199647727,42.3602534,-71.0582912,True
1507,Closed,2011-07-30 17:48:00,12.0,2011-07-30 17:56:00,32.0,B00366,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE3OjQ4OjAwOjcvMzAvMjAxMSAxNzo1NjowMDoxMi4wOjMyLjA6QjAwMzY2,17,17,5,5,480,2019.0,"47.89376835,3.10927507493543","42.3448548,-71.1023117034698",Boston,Boston,47.89376835,3.10927507493543,42.3448548,-71.1023117034698,True
1508,Closed,2011-07-30 17:48:00,12.0,2011-07-30 17:55:00,32.0,B00417,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE3OjQ4OjAwOjcvMzAvMjAxMSAxNzo1NTowMDoxMi4wOjMyLjA6QjAwNDE3,17,17,5,5,420,2019.0,"47.89376835,3.10927507493543","42.3448548,-71.1023117034698",Boston,Boston,47.89376835,3.10927507493543,42.3448548,-71.1023117034698,True
1509,Closed,2011-07-30 17:51:00,16.0,2011-07-30 18:16:00,32.0,B00021,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE3OjUxOjAwOjcvMzAvMjAxMSAxODoxNjowMDoxNi4wOjMyLjA6QjAwMDIx,17,18,5,5,1500,2019.0,"42.3507067,-71.0797297","42.3448548,-71.1023117034698",Boston,Boston,42.3507067,-71.0797297,42.3448548,-71.1023117034698,True
1510,Closed,2011-07-30 17:51:00,15.0,2011-07-30 18:29:00,30.0,B00008,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE3OjUxOjAwOjcvMzAvMjAxMSAxODoyOTowMDoxNS4wOjMwLjA6QjAwMDA4,17,18,5,5,2280,2019.0,"42.3602534,-71.0582912","42.334321,-71.104356",Boston,Boston,42.3602534,-71.0582912,42.334321,-71.104356,True
1511,Closed,2011-07-30 17:53:00,15.0,2011-07-30 18:30:00,30.0,B00012,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE3OjUzOjAwOjcvMzAvMjAxMSAxODozMDowMDoxNS4wOjMwLjA6QjAwMDEy,17,18,5,5,2220,2019.0,"42.3602534,-71.0582912","42.334321,-71.104356",Boston,Boston,42.3602534,-71.0582912,42.334321,-71.104356,True
1512,Closed,2011-07-30 17:53:00,15.0,2011-07-30 18:31:00,30.0,B00231,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE3OjUzOjAwOjcvMzAvMjAxMSAxODozMTowMDoxNS4wOjMwLjA6QjAwMjMx,17,18,5,5,2280,2019.0,"42.3602534,-71.0582912","42.334321,-71.104356",Boston,Boston,42.3602534,-71.0582912,42.334321,-71.104356,True
1513,Closed,2011-07-30 17:53:00,15.0,2011-07-30 18:31:00,30.0,B00450,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE3OjUzOjAwOjcvMzAvMjAxMSAxODozMTowMDoxNS4wOjMwLjA6QjAwNDUw,17,18,5,5,2280,2019.0,"42.3602534,-71.0582912","42.334321,-71.104356",Boston,Boston,42.3602534,-71.0582912,42.334321,-71.104356,True
1516,Closed,2011-07-30 17:57:00,42.0,2011-07-30 18:19:00,43.0,B00158,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE3OjU3OjAwOjcvMzAvMjAxMSAxODoxOTowMDo0Mi4wOjQzLjA6QjAwMTU4,17,18,5,5,1320,2019.0,"42.3491713,-71.0695618","42.3557276,-71.0499095",Boston,Boston,42.3491713,-71.0695618,42.3557276,-71.0499095,True
1522,Closed,2011-07-30 18:05:00,41.0,2011-07-30 20:58:00,41.0,B00266,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE4OjA1OjAwOjcvMzAvMjAxMSAyMDo1ODowMDo0MS4wOjQxLjA6QjAwMjY2,18,20,5,5,10380,2019.0,"42.3517566,-71.1253325","42.3517566,-71.1253325",Boston,Boston,42.3517566,-71.1253325,42.3517566,-71.1253325,True
1523,Closed,2011-07-30 18:05:00,11.0,2011-07-30 18:22:00,14.0,B00007,REGISTERED,'02446,1983.0,Female,Ny8zMC8yMDExIDE4OjA1OjAwOjcvMzAvMjAxMSAxODoyMjowMDoxMS4wOjE0LjA6QjAwMDA3,18,18,5,5,1020,36.0,"42.3371146,-71.1033983","42.337171,-71.102797",Boston,Boston,42.3371146,-71.1033983,42.337171,-71.102797,True
1524,Closed,2011-07-30 18:07:00,36.0,2011-07-30 19:11:00,42.0,B00052,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE4OjA3OjAwOjcvMzAvMjAxMSAxOToxMTowMDozNi4wOjQyLjA6QjAwMDUy,18,19,5,5,3840,2019.0,"42.3493269,-71.0786551908223","42.3491713,-71.0695618",Boston,Boston,42.3493269,-71.0786551908223,42.3491713,-71.0695618,True
1525,Closed,2011-07-30 18:07:00,36.0,2011-07-30 19:11:00,42.0,B00419,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE4OjA3OjAwOjcvMzAvMjAxMSAxOToxMTowMDozNi4wOjQyLjA6QjAwNDE5,18,19,5,5,3840,2019.0,"42.3493269,-71.0786551908223","42.3491713,-71.0695618",Boston,Boston,42.3493269,-71.0786551908223,42.3491713,-71.0695618,True
1526,Closed,2011-07-30 18:10:00,9.0,2011-07-30 18:29:00,36.0,B00364,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE4OjEwOjAwOjcvMzAvMjAxMSAxODoyOTowMDo5LjA6MzYuMDpCMDAzNjQ=,18,18,5,5,1140,2019.0,"42.35215405,-71.1177050872685","42.3493269,-71.0786551908223",Boston,Boston,42.35215405,-71.1177050872685,42.3493269,-71.0786551908223,True
1527,Closed,2011-07-30 18:07:00,18.0,2011-07-30 19:23:00,18.0,B00464,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE4OjA3OjAwOjcvMzAvMjAxMSAxOToyMzowMDoxOC4wOjE4LjA6QjAwNDY0,18,19,5,5,4560,2019.0,"42.3602534,-71.0582912","42.3602534,-71.0582912",Boston,Boston,42.3602534,-71.0582912,42.3602534,-71.0582912,True
1528,Closed,2011-07-30 18:08:00,18.0,2011-07-30 19:22:00,18.0,B00035,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE4OjA4OjAwOjcvMzAvMjAxMSAxOToyMjowMDoxOC4wOjE4LjA6QjAwMDM1,18,19,5,5,4440,2019.0,"42.3602534,-71.0582912","42.3602534,-71.0582912",Boston,Boston,42.3602534,-71.0582912,42.3602534,-71.0582912,True
1529,Closed,2011-07-30 18:09:00,41.0,2011-07-30 18:25:00,30.0,B00042,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE4OjA5OjAwOjcvMzAvMjAxMSAxODoyNTowMDo0MS4wOjMwLjA6QjAwMDQy,18,18,5,5,960,2019.0,"42.3517566,-71.1253325","42.334321,-71.104356",Boston,Boston,42.3517566,-71.1253325,42.334321,-71.104356,True
1530,Closed,2011-07-30 18:12:00,47.0,2011-07-30 18:32:00,47.0,B00528,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE4OjEyOjAwOjcvMzAvMjAxMSAxODozMjowMDo0Ny4wOjQ3LjA6QjAwNTI4,18,18,5,5,1200,2019.0,"42.364779,-71.053461","42.364779,-71.053461",Boston,Boston,42.364779,-71.053461,42.364779,-71.053461,True
1532,Closed,2011-07-30 18:13:00,36.0,2011-07-30 20:37:00,41.0,B00240,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE4OjEzOjAwOjcvMzAvMjAxMSAyMDozNzowMDozNi4wOjQxLjA6QjAwMjQw,18,20,5,5,8640,2019.0,"42.3493269,-71.0786551908223","42.3517566,-71.1253325",Boston,Boston,42.3493269,-71.0786551908223,42.3517566,-71.1253325,True
1533,Closed,2011-07-30 18:14:00,39.0,2011-07-30 20:25:00,39.0,B00495,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE4OjE0OjAwOjcvMzAvMjAxMSAyMDoyNTowMDozOS4wOjM5LjA6QjAwNDk1,18,20,5,5,7860,2019.0,"42.3387682,-71.0747191","42.3387682,-71.0747191",Boston,Boston,42.3387682,-71.0747191,42.3387682,-71.0747191,True
1534,Closed,2011-07-30 18:14:00,36.0,2011-07-30 20:36:00,41.0,B00499,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE4OjE0OjAwOjcvMzAvMjAxMSAyMDozNjowMDozNi4wOjQxLjA6QjAwNDk5,18,20,5,5,8520,2019.0,"42.3493269,-71.0786551908223","42.3517566,-71.1253325",Boston,Boston,42.3493269,-71.0786551908223,42.3517566,-71.1253325,True
1535,Closed,2011-07-30 18:15:00,32.0,2011-07-30 19:04:00,47.0,B00417,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE4OjE1OjAwOjcvMzAvMjAxMSAxOTowNDowMDozMi4wOjQ3LjA6QjAwNDE3,18,19,5,5,2940,2019.0,"42.3448548,-71.1023117034698","42.364779,-71.053461",Boston,Boston,42.3448548,-71.1023117034698,42.364779,-71.053461,True
1536,Closed,2011-07-30 18:16:00,52.0,2011-07-30 19:07:00,52.0,B00566,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE4OjE2OjAwOjcvMzAvMjAxMSAxOTowNzowMDo1Mi4wOjUyLjA6QjAwNTY2,18,19,5,5,3060,2019.0,"42.3520749,-71.0733646","42.3520749,-71.0733646",Boston,Boston,42.3520749,-71.0733646,42.3520749,-71.0733646,True
1537,Closed,2011-07-30 18:16:00,10.0,2011-07-30 18:25:00,11.0,B00429,REGISTERED,'02446,1983.0,Male,Ny8zMC8yMDExIDE4OjE2OjAwOjcvMzAvMjAxMSAxODoyNTowMDoxMC4wOjExLjA6QjAwNDI5,18,18,5,5,540,36.0,"-34.8484354,-58.2756612","42.3371146,-71.1033983",Boston,Boston,-34.8484354,-58.2756612,42.3371146,-71.1033983,True
1539,Closed,2011-07-30 18:19:00,21.0,2011-07-30 18:49:00,22.0,B00367,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE4OjE5OjAwOjcvMzAvMjAxMSAxODo0OTowMDoyMS4wOjIyLjA6QjAwMzY3,18,18,5,5,1800,2019.0,"42.34708765,-71.0816656804431","47.89376835,3.10927507493543",Boston,Boston,42.34708765,-71.0816656804431,47.89376835,3.10927507493543,True
1540,Closed,2011-07-30 18:20:00,21.0,2011-07-30 18:48:00,22.0,B00037,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE4OjIwOjAwOjcvMzAvMjAxMSAxODo0ODowMDoyMS4wOjIyLjA6QjAwMDM3,18,18,5,5,1680,2019.0,"42.34708765,-71.0816656804431","47.89376835,3.10927507493543",Boston,Boston,42.34708765,-71.0816656804431,47.89376835,3.10927507493543,True
1541,Closed,2011-07-30 18:20:00,32.0,2011-07-30 18:38:00,42.0,B00086,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE4OjIwOjAwOjcvMzAvMjAxMSAxODozODowMDozMi4wOjQyLjA6QjAwMDg2,18,18,5,5,1080,2019.0,"42.3448548,-71.1023117034698","42.3491713,-71.0695618",Boston,Boston,42.3448548,-71.1023117034698,42.3491713,-71.0695618,True
1542,Closed,2011-07-30 18:21:00,22.0,2011-07-30 18:35:00,16.0,B00431,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE4OjIxOjAwOjcvMzAvMjAxMSAxODozNTowMDoyMi4wOjE2LjA6QjAwNDMx,18,18,5,5,840,2019.0,"47.89376835,3.10927507493543","42.3507067,-71.0797297",Boston,Boston,47.89376835,3.10927507493543,42.3507067,-71.0797297,True
1543,Closed,2011-07-30 18:21:00,43.0,2011-07-30 18:45:00,43.0,B00158,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE4OjIxOjAwOjcvMzAvMjAxMSAxODo0NTowMDo0My4wOjQzLjA6QjAwMTU4,18,18,5,5,1440,2019.0,"42.3557276,-71.0499095","42.3557276,-71.0499095",Boston,Boston,42.3557276,-71.0499095,42.3557276,-71.0499095,True
1544,Closed,2011-07-30 18:23:00,20.0,2011-07-30 20:49:00,17.0,B00407,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE4OjIzOjAwOjcvMzAvMjAxMSAyMDo0OTowMDoyMC4wOjE3LjA6QjAwNDA3,18,20,5,5,8760,2019.0,"47.89376835,3.10927507493543","42.3644647,-71.1184111",Boston,Boston,47.89376835,3.10927507493543,42.3644647,-71.1184111,True
1545,Closed,2011-07-30 18:21:00,42.0,2011-07-30 18:45:00,47.0,B00270,REGISTERED,'02138,1952.0,Male,Ny8zMC8yMDExIDE4OjIxOjAwOjcvMzAvMjAxMSAxODo0NTowMDo0Mi4wOjQ3LjA6QjAwMjcw,18,18,5,5,1440,67.0,"42.3491713,-71.0695618","42.364779,-71.053461",Boston,Boston,42.3491713,-71.0695618,42.364779,-71.053461,True
1546,Closed,2011-07-30 18:22:00,32.0,2011-07-30 18:38:00,42.0,B00021,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE4OjIyOjAwOjcvMzAvMjAxMSAxODozODowMDozMi4wOjQyLjA6QjAwMDIx,18,18,5,5,960,2019.0,"42.3448548,-71.1023117034698","42.3491713,-71.0695618",Boston,Boston,42.3448548,-71.1023117034698,42.3491713,-71.0695618,True
1547,Closed,2011-07-30 18:24:00,20.0,2011-07-30 20:49:00,17.0,B00536,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE4OjI0OjAwOjcvMzAvMjAxMSAyMDo0OTowMDoyMC4wOjE3LjA6QjAwNTM2,18,20,5,5,8700,2019.0,"47.89376835,3.10927507493543","42.3644647,-71.1184111",Boston,Boston,47.89376835,3.10927507493543,42.3644647,-71.1184111,True
1549,Closed,2011-07-30 18:23:00,31.0,2011-07-30 18:48:00,41.0,B00414,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE4OjIzOjAwOjcvMzAvMjAxMSAxODo0ODowMDozMS4wOjQxLjA6QjAwNDE0,18,18,5,5,1500,2019.0,"42.3502036,-71.0427412","42.3517566,-71.1253325",Boston,Boston,42.3502036,-71.0427412,42.3517566,-71.1253325,True
1550,Closed,2011-07-30 18:24:00,6.0,2011-07-30 18:35:00,20.0,B00159,CASUAL,,0.0,No Gender,Ny8zMC8yMDExIDE4OjI0OjAwOjcvMzAvMjAxMSAxODozNTowMDo2LjA6MjAuMDpCMDAxNTk=,18,18,5,5,660,2019.0,"42.358606,-71.065076","47.89376835,3.10927507493543",Boston,Boston,42.358606,-71.065076,47.89376835,3.10927507493543,True
