,status,start_date,start_station,end_date,end_station,bike_nr,subsc_type,zip_code,birth_date,gender,id,start_hour,end_hour,start_weekday,end_weekday,trip_duration,age,start_coordinates,end_coordinates,start_municipal,end_municipal,start_latitude,start_longitude,end_latitude,end_longitude,stations_exist
97,Closed,2011-07-28 13:21:00,43.0,2011-07-28 13:35:00,43.0,B00539,REGISTERED,'01867,1994.0,Female,Ny8yOC8yMDExIDEzOjIxOjAwOjcvMjgvMjAxMSAxMzozNTowMDo0My4wOjQzLjA6QjAwNTM5,13,13,3,3,840,25.0,"42.3557276,-71.0499095","42.3557276,-71.0499095",Boston,Boston,42.3557276,-71.0499095,42.3557276,-71.0499095,True
101,Closed,2011-07-28 13:28:00,46.0,2011-07-28 13:43:00,45.0,B00147,REGISTERED,'02139,1986.0,Male,Ny8yOC8yMDExIDEzOjI4OjAwOjcvMjgvMjAxMSAxMzo0MzowMDo0Ni4wOjQ1LjA6QjAwMTQ3,13,13,3,3,900,33.0,"42.34434735,-71.0835021653958","42.3500548,-71.0774775",Boston,Boston,42.34434735,-71.0835021653958,42.3500548,-71.0774775,True
102,Closed,2011-07-28 13:35:00,43.0,2011-07-28 13:36:00,43.0,B00069,REGISTERED,'02140,1966.0,Male,Ny8yOC8yMDExIDEzOjM1OjAwOjcvMjgvMjAxMSAxMzozNjowMDo0My4wOjQzLjA6QjAwMDY5,13,13,3,3,60,53.0,"42.3557276,-71.0499095","42.3557276,-71.0499095",Boston,Boston,42.3557276,-71.0499095,42.3557276,-71.0499095,True
104,Closed,2011-07-28 13:45:00,14.0,2011-07-28 13:59:00,45.0,B00198,CASUAL,,0.0,No Gender,Ny8yOC8yMDExIDEzOjQ1OjAwOjcvMjgvMjAxMSAxMzo1OTowMDoxNC4wOjQ1LjA6QjAwMTk4,13,13,3,3,840,2019.0,"42.337171,-71.102797","42.3500548,-71.0774775",Boston,Boston,42.337171,-71.102797,42.3500548,-71.0774775,True
105,Closed,2011-07-28 13:45:00,14.0,2011-07-28 13:59:00,45.0,B00058,REGISTERED,'01876,1963.0,Female,Ny8yOC8yMDExIDEzOjQ1OjAwOjcvMjgvMjAxMSAxMzo1OTowMDoxNC4wOjQ1LjA6QjAwMDU4,13,13,3,3,840,56.0,"42.337171,-71.102797","42.3500548,-71.0774775",Boston,Boston,42.337171,-71.102797,42.3500548,-71.0774775,True
106,Closed,2011-07-28 13:46:00,43.0,2011-07-28 13:53:00,47.0,B00580,REGISTERED,'01867,1994.0,Female,Ny8yOC8yMDExIDEzOjQ2OjAwOjcvMjgvMjAxMSAxMzo1MzowMDo0My4wOjQ3LjA6QjAwNTgw,13,13,3,3,420,25.0,"42.3557276,-71.0499095","42.364779,-71.053461",Boston,Boston,42.3557276,-71.0499095,42.364779,-71.053461,True
107,Closed,2011-07-28 13:46:00,43.0,2011-07-28 13:53:00,47.0,B00539,REGISTERED,'01867,1959.0,Female,Ny8yOC8yMDExIDEzOjQ2OjAwOjcvMjgvMjAxMSAxMzo1MzowMDo0My4wOjQ3LjA6QjAwNTM5,13,13,3,3,420,60.0,"42.3557276,-71.0499095","42.364779,-71.053461",Boston,Boston,42.3557276,-71.0499095,42.364779,-71.053461,True
108,Closed,2011-07-28 13:47:00,45.0,2011-07-28 14:00:00,46.0,B00431,REGISTERED,'02139,1986.0,Male,Ny8yOC8yMDExIDEzOjQ3OjAwOjcvMjgvMjAxMSAxNDowMDowMDo0NS4wOjQ2LjA6QjAwNDMx,13,14,3,3,780,33.0,"42.3500548,-71.0774775","42.34434735,-71.0835021653958",Boston,Boston,42.3500548,-71.0774775,42.34434735,-71.0835021653958,True
109,Closed,2011-07-28 13:47:00,43.0,2011-07-28 13:54:00,47.0,B00550,REGISTERED,'01867,1956.0,Male,Ny8yOC8yMDExIDEzOjQ3OjAwOjcvMjgvMjAxMSAxMzo1NDowMDo0My4wOjQ3LjA6QjAwNTUw,13,13,3,3,420,63.0,"42.3557276,-71.0499095","42.364779,-71.053461",Boston,Boston,42.3557276,-71.0499095,42.364779,-71.053461,True
111,Closed,2011-07-28 13:51:00,49.0,2011-07-28 14:04:00,31.0,B00353,REGISTERED,'02474,1966.0,Male,Ny8yOC8yMDExIDEzOjUxOjAwOjcvMjgvMjAxMSAxNDowNDowMDo0OS4wOjMxLjA6QjAwMzUz,13,14,3,3,780,53.0,"42.3003827,-71.0624746","42.3502036,-71.0427412",Boston,Boston,42.3003827,-71.0624746,42.3502036,-71.0427412,True
112,Closed,2011-07-28 13:55:00,5.0,2011-07-28 14:03:00,5.0,B00042,CASUAL,,0.0,No Gender,Ny8yOC8yMDExIDEzOjU1OjAwOjcvMjgvMjAxMSAxNDowMzowMDo1LjA6NS4wOkIwMDA0Mg==,13,14,3,3,480,2019.0,"42.3400454,-71.0896869","42.3400454,-71.0896869",Boston,Boston,42.3400454,-71.0896869,42.3400454,-71.0896869,True
115,Closed,2011-07-28 14:06:00,26.0,2011-07-28 14:25:00,39.0,B00423,CASUAL,,0.0,No Gender,Ny8yOC8yMDExIDE0OjA2OjAwOjcvMjgvMjAxMSAxNDoyNTowMDoyNi4wOjM5LjA6QjAwNDIz,14,14,3,3,1140,2019.0,"42.342256,-71.069534","42.3387682,-71.0747191",Boston,Boston,42.342256,-71.069534,42.3387682,-71.0747191,True
116,Closed,2011-07-28 14:07:00,27.0,2011-07-28 14:29:00,33.0,B00041,CASUAL,,0.0,No Gender,Ny8yOC8yMDExIDE0OjA3OjAwOjcvMjgvMjAxMSAxNDoyOTowMDoyNy4wOjMzLjA6QjAwMDQx,14,14,3,3,1320,2019.0,"47.89376835,3.10927507493543","42.3489544,-71.0956327",Boston,Boston,47.89376835,3.10927507493543,42.3489544,-71.0956327,True
117,Closed,2011-07-28 14:08:00,27.0,2011-07-28 14:29:00,33.0,B00310,CASUAL,,0.0,No Gender,Ny8yOC8yMDExIDE0OjA4OjAwOjcvMjgvMjAxMSAxNDoyOTowMDoyNy4wOjMzLjA6QjAwMzEw,14,14,3,3,1260,2019.0,"47.89376835,3.10927507493543","42.3489544,-71.0956327",Boston,Boston,47.89376835,3.10927507493543,42.3489544,-71.0956327,True
118,Closed,2011-07-28 14:34:00,8.0,2011-07-28 15:02:00,46.0,B00429,REGISTERED,'02134,1986.0,Male,Ny8yOC8yMDExIDE0OjM0OjAwOjcvMjgvMjAxMSAxNTowMjowMDo4LjA6NDYuMDpCMDA0Mjk=,14,15,3,3,1680,33.0,"42.3537768,-71.1366199647727","42.34434735,-71.0835021653958",Boston,Boston,42.3537768,-71.1366199647727,42.34434735,-71.0835021653958,True
119,Closed,2011-07-28 14:38:00,22.0,2011-07-28 16:17:00,22.0,B00493,CASUAL,,0.0,No Gender,Ny8yOC8yMDExIDE0OjM4OjAwOjcvMjgvMjAxMSAxNjoxNzowMDoyMi4wOjIyLjA6QjAwNDkz,14,16,3,3,5940,2019.0,"47.89376835,3.10927507493543","47.89376835,3.10927507493543",Boston,Boston,47.89376835,3.10927507493543,47.89376835,3.10927507493543,True
120,Closed,2011-07-28 14:42:00,22.0,2011-07-28 15:09:00,22.0,B00464,CASUAL,,0.0,No Gender,Ny8yOC8yMDExIDE0OjQyOjAwOjcvMjgvMjAxMSAxNTowOTowMDoyMi4wOjIyLjA6QjAwNDY0,14,15,3,3,1620,2019.0,"47.89376835,3.10927507493543","47.89376835,3.10927507493543",Boston,Boston,47.89376835,3.10927507493543,47.89376835,3.10927507493543,True
121,Closed,2011-07-28 14:42:00,22.0,2011-07-28 15:08:00,22.0,B00350,CASUAL,,0.0,No Gender,Ny8yOC8yMDExIDE0OjQyOjAwOjcvMjgvMjAxMSAxNTowODowMDoyMi4wOjIyLjA6QjAwMzUw,14,15,3,3,1560,2019.0,"47.89376835,3.10927507493543","47.89376835,3.10927507493543",Boston,Boston,47.89376835,3.10927507493543,47.89376835,3.10927507493543,True
122,Closed,2011-07-28 15:02:00,33.0,2011-07-28 15:05:00,10.0,B00041,CASUAL,,0.0,No Gender,Ny8yOC8yMDExIDE1OjAyOjAwOjcvMjgvMjAxMSAxNTowNTowMDozMy4wOjEwLjA6QjAwMDQx,15,15,3,3,180,2019.0,"42.3489544,-71.0956327","-34.8484354,-58.2756612",Boston,Boston,42.3489544,-71.0956327,-34.8484354,-58.2756612,True
123,Closed,2011-07-28 15:02:00,31.0,2011-07-28 15:22:00,42.0,B00298,CASUAL,,0.0,No Gender,Ny8yOC8yMDExIDE1OjAyOjAwOjcvMjgvMjAxMSAxNToyMjowMDozMS4wOjQyLjA6QjAwMjk4,15,15,3,3,1200,2019.0,"42.3502036,-71.0427412","42.3491713,-71.0695618",Boston,Boston,42.3502036,-71.0427412,42.3491713,-71.0695618,True
125,Closed,2011-07-28 15:02:00,33.0,2011-07-28 15:05:00,10.0,B00310,CASUAL,,0.0,No Gender,Ny8yOC8yMDExIDE1OjAyOjAwOjcvMjgvMjAxMSAxNTowNTowMDozMy4wOjEwLjA6QjAwMzEw,15,15,3,3,180,2019.0,"42.3489544,-71.0956327","-34.8484354,-58.2756612",Boston,Boston,42.3489544,-71.0956327,-34.8484354,-58.2756612,True
126,Closed,2011-07-28 15:02:00,31.0,2011-07-28 15:22:00,42.0,B00353,CASUAL,,0.0,No Gender,Ny8yOC8yMDExIDE1OjAyOjAwOjcvMjgvMjAxMSAxNToyMjowMDozMS4wOjQyLjA6QjAwMzUz,15,15,3,3,1200,2019.0,"42.3502036,-71.0427412","42.3491713,-71.0695618",Boston,Boston,42.3502036,-71.0427412,42.3491713,-71.0695618,True
128,Closed,2011-07-28 15:02:00,22.0,2011-07-28 15:18:00,40.0,B00552,REGISTERED,'02139,1986.0,Male,Ny8yOC8yMDExIDE1OjAyOjAwOjcvMjgvMjAxMSAxNToxODowMDoyMi4wOjQwLjA6QjAwNTUy,15,15,3,3,960,33.0,"47.89376835,3.10927507493543","42.3635056,-71.0502922",Boston,Boston,47.89376835,3.10927507493543,42.3635056,-71.0502922,True
130,Closed,2011-07-28 15:06:00,49.0,2011-07-28 15:24:00,24.0,B00082,REGISTERED,'02116,1982.0,Female,Ny8yOC8yMDExIDE1OjA2OjAwOjcvMjgvMjAxMSAxNToyNDowMDo0OS4wOjI0LjA6QjAwMDgy,15,15,3,3,1080,37.0,"42.3003827,-71.0624746","42.3502036,-71.0427412",Boston,Boston,42.3003827,-71.0624746,42.3502036,-71.0427412,True
131,Closed,2011-07-28 15:12:00,5.0,2011-07-28 15:31:00,36.0,B00042,CASUAL,,0.0,No Gender,Ny8yOC8yMDExIDE1OjEyOjAwOjcvMjgvMjAxMSAxNTozMTowMDo1LjA6MzYuMDpCMDAwNDI=,15,15,3,3,1140,2019.0,"42.3400454,-71.0896869","42.3493269,-71.0786551908223",Boston,Boston,42.3400454,-71.0896869,42.3493269,-71.0786551908223,True
133,Closed,2011-07-28 15:21:00,10.0,2011-07-28 15:40:00,27.0,B00041,CASUAL,,0.0,No Gender,Ny8yOC8yMDExIDE1OjIxOjAwOjcvMjgvMjAxMSAxNTo0MDowMDoxMC4wOjI3LjA6QjAwMDQx,15,15,3,3,1140,2019.0,"-34.8484354,-58.2756612","47.89376835,3.10927507493543",Boston,Boston,-34.8484354,-58.2756612,47.89376835,3.10927507493543,True
134,Closed,2011-07-28 15:22:00,10.0,2011-07-28 15:40:00,27.0,B00093,CASUAL,,0.0,No Gender,Ny8yOC8yMDExIDE1OjIyOjAwOjcvMjgvMjAxMSAxNTo0MDowMDoxMC4wOjI3LjA6QjAwMDkz,15,15,3,3,1080,2019.0,"-34.8484354,-58.2756612","47.89376835,3.10927507493543",Boston,Boston,-34.8484354,-58.2756612,47.89376835,3.10927507493543,True
137,Closed,2011-07-28 15:32:00,42.0,2011-07-28 17:40:00,22.0,B00298,CASUAL,,0.0,No Gender,Ny8yOC8yMDExIDE1OjMyOjAwOjcvMjgvMjAxMSAxNzo0MDowMDo0Mi4wOjIyLjA6QjAwMjk4,15,17,3,3,7680,2019.0,"42.3491713,-71.0695618","47.89376835,3.10927507493543",Boston,Boston,42.3491713,-71.0695618,47.89376835,3.10927507493543,True
138,Closed,2011-07-28 15:32:00,36.0,2011-07-28 15:37:00,42.0,B00042,CASUAL,,0.0,No Gender,Ny8yOC8yMDExIDE1OjMyOjAwOjcvMjgvMjAxMSAxNTozNzowMDozNi4wOjQyLjA6QjAwMDQy,15,15,3,3,300,2019.0,"42.3493269,-71.0786551908223","42.3491713,-71.0695618",Boston,Boston,42.3493269,-71.0786551908223,42.3491713,-71.0695618,True
139,Closed,2011-07-28 15:41:00,41.0,2011-07-28 16:31:00,41.0,B00585,CASUAL,,0.0,No Gender,Ny8yOC8yMDExIDE1OjQxOjAwOjcvMjgvMjAxMSAxNjozMTowMDo0MS4wOjQxLjA6QjAwNTg1,15,16,3,3,3000,2019.0,"42.3517566,-71.1253325","42.3517566,-71.1253325",Boston,Boston,42.3517566,-71.1253325,42.3517566,-71.1253325,True
140,Closed,2011-07-28 15:42:00,42.0,2011-07-28 15:59:00,42.0,B00042,CASUAL,,0.0,No Gender,Ny8yOC8yMDExIDE1OjQyOjAwOjcvMjgvMjAxMSAxNTo1OTowMDo0Mi4wOjQyLjA6QjAwMDQy,15,15,3,3,1020,2019.0,"42.3491713,-71.0695618","42.3491713,-71.0695618",Boston,Boston,42.3491713,-71.0695618,42.3491713,-71.0695618,True
141,Closed,2011-07-28 15:51:00,33.0,2011-07-28 16:07:00,36.0,B00385,REGISTERED,'01545,1965.0,Male,Ny8yOC8yMDExIDE1OjUxOjAwOjcvMjgvMjAxMSAxNjowNzowMDozMy4wOjM2LjA6QjAwMzg1,15,16,3,3,960,54.0,"42.3489544,-71.0956327","42.3493269,-71.0786551908223",Boston,Boston,42.3489544,-71.0956327,42.3493269,-71.0786551908223,True
142,Closed,2011-07-28 15:51:00,40.0,2011-07-28 16:03:00,22.0,B00514,REGISTERED,'02139,1986.0,Male,Ny8yOC8yMDExIDE1OjUxOjAwOjcvMjgvMjAxMSAxNjowMzowMDo0MC4wOjIyLjA6QjAwNTE0,15,16,3,3,720,33.0,"42.3635056,-71.0502922","47.89376835,3.10927507493543",Boston,Boston,42.3635056,-71.0502922,47.89376835,3.10927507493543,True
143,Closed,2011-07-28 15:53:00,41.0,2011-07-29 13:35:00,41.0,B00333,CASUAL,,0.0,No Gender,Ny8yOC8yMDExIDE1OjUzOjAwOjcvMjkvMjAxMSAxMzozNTowMDo0MS4wOjQxLjA6QjAwMzMz,15,13,3,4,78120,2019.0,"42.3517566,-71.1253325","42.3517566,-71.1253325",Boston,Boston,42.3517566,-71.1253325,42.3517566,-71.1253325,True
144,Closed,2011-07-28 15:55:00,9.0,2011-07-28 16:01:00,9.0,B00159,CASUAL,,0.0,No Gender,Ny8yOC8yMDExIDE1OjU1OjAwOjcvMjgvMjAxMSAxNjowMTowMDo5LjA6OS4wOkIwMDE1OQ==,15,16,3,3,360,2019.0,"42.35215405,-71.1177050872685","42.35215405,-71.1177050872685",Boston,Boston,42.35215405,-71.1177050872685,42.35215405,-71.1177050872685,True
145,Closed,2011-07-28 15:55:00,24.0,2011-07-28 16:01:00,48.0,B00082,REGISTERED,'02113,1986.0,Male,Ny8yOC8yMDExIDE1OjU1OjAwOjcvMjgvMjAxMSAxNjowMTowMDoyNC4wOjQ4LjA6QjAwMDgy,15,16,3,3,360,33.0,"42.3502036,-71.0427412","42.3574875,-71.0563285",Boston,Boston,42.3502036,-71.0427412,42.3574875,-71.0563285,True
146,Closed,2011-07-28 15:57:00,5.0,2011-07-28 16:03:00,21.0,B00401,REGISTERED,'02215,1962.0,Male,Ny8yOC8yMDExIDE1OjU3OjAwOjcvMjgvMjAxMSAxNjowMzowMDo1LjA6MjEuMDpCMDA0MDE=,15,16,3,3,360,57.0,"42.3400454,-71.0896869","42.34708765,-71.0816656804431",Boston,Boston,42.3400454,-71.0896869,42.34708765,-71.0816656804431,True
148,Closed,2011-07-28 16:03:00,42.0,2011-07-28 16:21:00,5.0,B00042,CASUAL,,0.0,No Gender,Ny8yOC8yMDExIDE2OjAzOjAwOjcvMjgvMjAxMSAxNjoyMTowMDo0Mi4wOjUuMDpCMDAwNDI=,16,16,3,3,1080,2019.0,"42.3491713,-71.0695618","42.3400454,-71.0896869",Boston,Boston,42.3491713,-71.0695618,42.3400454,-71.0896869,True
149,Closed,2011-07-28 16:03:00,49.0,2011-07-28 16:56:00,24.0,B00426,CASUAL,,0.0,No Gender,Ny8yOC8yMDExIDE2OjAzOjAwOjcvMjgvMjAxMSAxNjo1NjowMDo0OS4wOjI0LjA6QjAwNDI2,16,16,3,3,3180,2019.0,"42.3003827,-71.0624746","42.3502036,-71.0427412",Boston,Boston,42.3003827,-71.0624746,42.3502036,-71.0427412,True
151,Closed,2011-07-28 16:05:00,10.0,2011-07-28 16:16:00,36.0,B00231,REGISTERED,'02127,1968.0,Male,Ny8yOC8yMDExIDE2OjA1OjAwOjcvMjgvMjAxMSAxNjoxNjowMDoxMC4wOjM2LjA6QjAwMjMx,16,16,3,3,660,51.0,"-34.8484354,-58.2756612","42.3493269,-71.0786551908223",Boston,Boston,-34.8484354,-58.2756612,42.3493269,-71.0786551908223,True
153,Closed,2011-07-28 16:08:00,22.0,2011-07-28 16:20:00,24.0,B00462,REGISTERED,'02139,1986.0,Male,Ny8yOC8yMDExIDE2OjA4OjAwOjcvMjgvMjAxMSAxNjoyMDowMDoyMi4wOjI0LjA6QjAwNDYy,16,16,3,3,720,33.0,"47.89376835,3.10927507493543","42.3502036,-71.0427412",Boston,Boston,47.89376835,3.10927507493543,42.3502036,-71.0427412,True
154,Closed,2011-07-28 16:12:00,49.0,2011-07-28 16:55:00,24.0,B00246,CASUAL,,0.0,No Gender,Ny8yOC8yMDExIDE2OjEyOjAwOjcvMjgvMjAxMSAxNjo1NTowMDo0OS4wOjI0LjA6QjAwMjQ2,16,16,3,3,2580,2019.0,"42.3003827,-71.0624746","42.3502036,-71.0427412",Boston,Boston,42.3003827,-71.0624746,42.3502036,-71.0427412,True
156,Closed,2011-07-28 16:15:00,3.0,2011-07-28 16:18:00,14.0,B00190,REGISTERED,'02109,1987.0,Female,Ny8yOC8yMDExIDE2OjE1OjAwOjcvMjgvMjAxMSAxNjoxODowMDozLjA6MTQuMDpCMDAxOTA=,16,16,3,3,180,32.0,"42.33893545,-71.1004318389973","42.337171,-71.102797",Boston,Boston,42.33893545,-71.1004318389973,42.337171,-71.102797,True
158,Closed,2011-07-28 16:17:00,22.0,2011-07-28 16:24:00,44.0,B00472,REGISTERED,'02351,1978.0,Male,Ny8yOC8yMDExIDE2OjE3OjAwOjcvMjgvMjAxMSAxNjoyNDowMDoyMi4wOjQ0LjA6QjAwNDcy,16,16,3,3,420,41.0,"47.89376835,3.10927507493543","42.3600335,-71.05623415",Boston,Boston,47.89376835,3.10927507493543,42.3600335,-71.05623415,True
159,Closed,2011-07-28 16:19:00,12.0,2011-07-28 17:10:00,12.0,B00120,CASUAL,,0.0,No Gender,Ny8yOC8yMDExIDE2OjE5OjAwOjcvMjgvMjAxMSAxNzoxMDowMDoxMi4wOjEyLjA6QjAwMTIw,16,17,3,3,3060,2019.0,"47.89376835,3.10927507493543","47.89376835,3.10927507493543",Boston,Boston,47.89376835,3.10927507493543,47.89376835,3.10927507493543,True
161,Closed,2011-07-28 16:21:00,12.0,2011-07-28 17:10:00,12.0,B00095,CASUAL,,0.0,No Gender,Ny8yOC8yMDExIDE2OjIxOjAwOjcvMjgvMjAxMSAxNzoxMDowMDoxMi4wOjEyLjA6QjAwMDk1,16,17,3,3,2940,2019.0,"47.89376835,3.10927507493543","47.89376835,3.10927507493543",Boston,Boston,47.89376835,3.10927507493543,47.89376835,3.10927507493543,True
163,Closed,2011-07-28 16:24:00,36.0,2011-07-28 21:12:00,36.0,B00139,CASUAL,,0.0,No Gender,Ny8yOC8yMDExIDE2OjI0OjAwOjcvMjgvMjAxMSAyMToxMjowMDozNi4wOjM2LjA6QjAwMTM5,16,21,3,3,17280,2019.0,"42.3493269,-71.0786551908223","42.3493269,-71.0786551908223",Boston,Boston,42.3493269,-71.0786551908223,42.3493269,-71.0786551908223,True
164,Closed,2011-07-28 16:23:00,22.0,2011-07-28 16:42:00,31.0,B00350,REGISTERED,'02144,1978.0,Male,Ny8yOC8yMDExIDE2OjIzOjAwOjcvMjgvMjAxMSAxNjo0MjowMDoyMi4wOjMxLjA6QjAwMzUw,16,16,3,3,1140,41.0,"47.89376835,3.10927507493543","42.3502036,-71.0427412",Boston,Boston,47.89376835,3.10927507493543,42.3502036,-71.0427412,True
165,Closed,2011-07-28 16:27:00,16.0,2011-07-28 17:39:00,16.0,B00465,CASUAL,,0.0,No Gender,Ny8yOC8yMDExIDE2OjI3OjAwOjcvMjgvMjAxMSAxNzozOTowMDoxNi4wOjE2LjA6QjAwNDY1,16,17,3,3,4320,2019.0,"42.3507067,-71.0797297","42.3507067,-71.0797297",Boston,Boston,42.3507067,-71.0797297,42.3507067,-71.0797297,True
166,Closed,2011-07-28 16:29:00,48.0,2011-07-28 16:54:00,30.0,B00174,CASUAL,,0.0,No Gender,Ny8yOC8yMDExIDE2OjI5OjAwOjcvMjgvMjAxMSAxNjo1NDowMDo0OC4wOjMwLjA6QjAwMTc0,16,16,3,3,1500,2019.0,"42.3574875,-71.0563285","42.334321,-71.104356",Boston,Boston,42.3574875,-71.0563285,42.334321,-71.104356,True
167,Closed,2011-07-28 16:30:00,36.0,2011-07-28 21:11:00,36.0,B00231,CASUAL,,0.0,No Gender,Ny8yOC8yMDExIDE2OjMwOjAwOjcvMjgvMjAxMSAyMToxMTowMDozNi4wOjM2LjA6QjAwMjMx,16,21,3,3,16860,2019.0,"42.3493269,-71.0786551908223","42.3493269,-71.0786551908223",Boston,Boston,42.3493269,-71.0786551908223,42.3493269,-71.0786551908223,True
168,Closed,2011-07-28 16:34:00,42.0,2011-07-28 16:40:00,16.0,B00353,REGISTERED,'02116,1979.0,Male,Ny8yOC8yMDExIDE2OjM0OjAwOjcvMjgvMjAxMSAxNjo0MDowMDo0Mi4wOjE2LjA6QjAwMzUz,16,16,3,3,360,40.0,"42.3491713,-71.0695618","42.3507067,-71.0797297",Boston,Boston,42.3491713,-71.0695618,42.3507067,-71.0797297,True
170,Closed,2011-07-28 16:37:00,39.0,2011-07-28 17:06:00,24.0,B00034,CASUAL,,0.0,No Gender,Ny8yOC8yMDExIDE2OjM3OjAwOjcvMjgvMjAxMSAxNzowNjowMDozOS4wOjI0LjA6QjAwMDM0,16,17,3,3,1740,2019.0,"42.3387682,-71.0747191","42.3502036,-71.0427412",Boston,Boston,42.3387682,-71.0747191,42.3502036,-71.0427412,True
171,Closed,2011-07-28 16:36:00,47.0,2011-07-28 17:04:00,33.0,B00223,CASUAL,,0.0,No Gender,Ny8yOC8yMDExIDE2OjM2OjAwOjcvMjgvMjAxMSAxNzowNDowMDo0Ny4wOjMzLjA6QjAwMjIz,16,17,3,3,1680,2019.0,"42.364779,-71.053461","42.3489544,-71.0956327",Boston,Boston,42.364779,-71.053461,42.3489544,-71.0956327,True
173,Closed,2011-07-28 16:42:00,10.0,2011-07-28 17:24:00,24.0,B00240,CASUAL,,0.0,No Gender,Ny8yOC8yMDExIDE2OjQyOjAwOjcvMjgvMjAxMSAxNzoyNDowMDoxMC4wOjI0LjA6QjAwMjQw,16,17,3,3,2520,2019.0,"-34.8484354,-58.2756612","42.3502036,-71.0427412",Boston,Boston,-34.8484354,-58.2756612,42.3502036,-71.0427412,True
174,Closed,2011-07-28 16:42:00,10.0,2011-07-28 17:24:00,24.0,B00057,CASUAL,,0.0,No Gender,Ny8yOC8yMDExIDE2OjQyOjAwOjcvMjgvMjAxMSAxNzoyNDowMDoxMC4wOjI0LjA6QjAwMDU3,16,17,3,3,2520,2019.0,"-34.8484354,-58.2756612","42.3502036,-71.0427412",Boston,Boston,-34.8484354,-58.2756612,42.3502036,-71.0427412,True
175,Closed,2011-07-28 16:42:00,3.0,2011-07-28 16:52:00,16.0,B00002,REGISTERED,'02038,1974.0,Male,Ny8yOC8yMDExIDE2OjQyOjAwOjcvMjgvMjAxMSAxNjo1MjowMDozLjA6MTYuMDpCMDAwMDI=,16,16,3,3,600,45.0,"42.33893545,-71.1004318389973","42.3507067,-71.0797297",Boston,Boston,42.33893545,-71.1004318389973,42.3507067,-71.0797297,True
177,Closed,2011-07-28 16:44:00,36.0,2011-07-28 17:05:00,36.0,B00385,REGISTERED,'02138,1947.0,Female,Ny8yOC8yMDExIDE2OjQ0OjAwOjcvMjgvMjAxMSAxNzowNTowMDozNi4wOjM2LjA6QjAwMzg1,16,17,3,3,1260,72.0,"42.3493269,-71.0786551908223","42.3493269,-71.0786551908223",Boston,Boston,42.3493269,-71.0786551908223,42.3493269,-71.0786551908223,True
180,Closed,2011-07-28 16:48:00,22.0,2011-07-28 16:55:00,40.0,B00275,REGISTERED,'02109,1987.0,Male,Ny8yOC8yMDExIDE2OjQ4OjAwOjcvMjgvMjAxMSAxNjo1NTowMDoyMi4wOjQwLjA6QjAwMjc1,16,16,3,3,420,32.0,"47.89376835,3.10927507493543","42.3635056,-71.0502922",Boston,Boston,47.89376835,3.10927507493543,42.3635056,-71.0502922,True
181,Closed,2011-07-28 16:52:00,43.0,2011-07-28 17:00:00,22.0,B00069,REGISTERED,'02360,1969.0,Female,Ny8yOC8yMDExIDE2OjUyOjAwOjcvMjgvMjAxMSAxNzowMDowMDo0My4wOjIyLjA6QjAwMDY5,16,17,3,3,480,50.0,"42.3557276,-71.0499095","47.89376835,3.10927507493543",Boston,Boston,42.3557276,-71.0499095,47.89376835,3.10927507493543,True
182,Closed,2011-07-28 16:54:00,42.0,2011-07-28 17:05:00,43.0,B00170,REGISTERED,'02025,1971.0,Male,Ny8yOC8yMDExIDE2OjU0OjAwOjcvMjgvMjAxMSAxNzowNTowMDo0Mi4wOjQzLjA6QjAwMTcw,16,17,3,3,660,48.0,"42.3491713,-71.0695618","42.3557276,-71.0499095",Boston,Boston,42.3491713,-71.0695618,42.3557276,-71.0499095,True
183,Closed,2011-07-28 16:56:00,22.0,2011-07-28 17:05:00,49.0,B00137,REGISTERED,'01890,1978.0,Male,Ny8yOC8yMDExIDE2OjU2OjAwOjcvMjgvMjAxMSAxNzowNTowMDoyMi4wOjQ5LjA6QjAwMTM3,16,17,3,3,540,41.0,"47.89376835,3.10927507493543","42.3003827,-71.0624746",Boston,Boston,47.89376835,3.10927507493543,42.3003827,-71.0624746,True
184,Closed,2011-07-28 16:57:00,21.0,2011-07-28 17:02:00,33.0,B00542,CASUAL,,0.0,No Gender,Ny8yOC8yMDExIDE2OjU3OjAwOjcvMjgvMjAxMSAxNzowMjowMDoyMS4wOjMzLjA6QjAwNTQy,16,17,3,3,300,2019.0,"42.34708765,-71.0816656804431","42.3489544,-71.0956327",Boston,Boston,42.34708765,-71.0816656804431,42.3489544,-71.0956327,True
186,Closed,2011-07-28 16:57:00,3.0,2011-07-28 17:08:00,25.0,B00414,REGISTERED,'02118,1985.0,Male,Ny8yOC8yMDExIDE2OjU3OjAwOjcvMjgvMjAxMSAxNzowODowMDozLjA6MjUuMDpCMDA0MTQ=,16,17,3,3,660,34.0,"42.33893545,-71.1004318389973","42.3582926,-71.0602525",Boston,Boston,42.33893545,-71.1004318389973,42.3582926,-71.0602525,True
188,Closed,2011-07-28 17:00:00,44.0,2011-07-28 17:10:00,22.0,B00487,REGISTERED,'02351,1978.0,Male,Ny8yOC8yMDExIDE3OjAwOjAwOjcvMjgvMjAxMSAxNzoxMDowMDo0NC4wOjIyLjA6QjAwNDg3,17,17,3,3,600,41.0,"42.3600335,-71.05623415","47.89376835,3.10927507493543",Boston,Boston,42.3600335,-71.05623415,47.89376835,3.10927507493543,True
